0,obs_id,Introduction,Campus Afflication,Gender,Gender (Other),Race/Ethnicity,Race/Ethnicity (Other),Employment,Zipcode,Modes,BayPass Access,choice,tt_walk,wt_walk,cost_walk,tt_bike,wt_bike,cost_bike,tt_bus,wt_bus,cost_bus,tt_rail,wt_rail,cost_rail,tt_drive,wt_drive,cost_drive,tt_rideshare,wt_rideshare,cost_rideshare,BayPass,Unnamed: 0_x,Percent_Developed_x,Percent_TOD_x,student_dummy,employed_dummy,Unnamed: 0_y,Percent_Developed_y,Percent_TOD_y
582,116,"Yes, I consent",Undergraduate student,Female,Did Not Response,Asian,Did Not Response,No,94709,"AC Transit,BART,Walk,Carpool,Rideshare (ex: Uber, Lyft)",No,3,55,0,0,25,0,0,10,0,2,35,10,2,12,5,5,15,12,12,0,173,99.01229082,99.9999985,1,0,173,99.01229082,99.9999985
583,116,"Yes, I consent",Undergraduate student,Female,Did Not Response,Asian,Did Not Response,No,94709,"AC Transit,BART,Walk,Carpool,Rideshare (ex: Uber, Lyft)",No,1,20,0,0,35,0,0,30,0,0,30,20,0,12,5,1,10,20,7,1,173,99.01229082,99.9999985,1,0,173,99.01229082,99.9999985
584,116,"Yes, I consent",Undergraduate student,Female,Did Not Response,Asian,Did Not Response,No,94709,"AC Transit,BART,Walk,Carpool,Rideshare (ex: Uber, Lyft)",No,3,45,0,0,15,0,0,25,0,0,20,5,0,15,15,10,12,7,6,1,173,99.01229082,99.9999985,1,0,173,99.01229082,99.9999985
585,116,"Yes, I consent",Undergraduate student,Female,Did Not Response,Asian,Did Not Response,No,94709,"AC Transit,BART,Walk,Carpool,Rideshare (ex: Uber, Lyft)",No,4,50,0,0,25,0,0,35,12,0,30,7,0,20,12,5,5,7,15,1,173,99.01229082,99.9999985,1,0,173,99.01229082,99.9999985
586,116,"Yes, I consent",Undergraduate student,Female,Did Not Response,Asian,Did Not Response,No,94709,"AC Transit,BART,Walk,Carpool,Rideshare (ex: Uber, Lyft)",No,4,30,0,0,30,0,0,35,12,3,10,7,2,15,0,5,20,12,20,0,173,99.01229082,99.9999985,1,0,173,99.01229082,99.9999985
587,116,"Yes, I consent",Undergraduate student,Female,Did Not Response,Asian,Did Not Response,No,94709,"AC Transit,BART,Walk,Carpool,Rideshare (ex: Uber, Lyft)",No,1,20,0,0,25,0,0,12,15,1,25,0,4,15,7,7,15,0,10,0,173,99.01229082,99.9999985,1,0,173,99.01229082,99.9999985
588,118,"Yes, I consent",Graduate student,Non-binary,Did Not Response,Asian,Did Not Response,"Yes, employed on campus as a student",94704,"AC Transit,BART,Walk,Personal bike,Carpool,Rideshare (ex: Uber, Lyft)",No,2,45,0,0,12,0,0,15,12,1,30,12,8,20,7,7,20,10,5,0,168,93.18486751,98.48687783,1,1,168,93.18486751,98.48687783
589,118,"Yes, I consent",Graduate student,Non-binary,Did Not Response,Asian,Did Not Response,"Yes, employed on campus as a student",94704,"AC Transit,BART,Walk,Personal bike,Carpool,Rideshare (ex: Uber, Lyft)",No,2,40,0,0,15,0,0,25,15,0,15,10,0,15,5,9,5,20,7,1,168,93.18486751,98.48687783,1,1,168,93.18486751,98.48687783
590,118,"Yes, I consent",Graduate student,Non-binary,Did Not Response,Asian,Did Not Response,"Yes, employed on campus as a student",94704,"AC Transit,BART,Walk,Personal bike,Carpool,Rideshare (ex: Uber, Lyft)",No,3,55,0,0,30,0,0,5,12,0,35,0,0,5,10,10,5,0,10,1,168,93.18486751,98.48687783,1,1,168,93.18486751,98.48687783
591,118,"Yes, I consent",Graduate student,Non-binary,Did Not Response,Asian,Did Not Response,"Yes, employed on campus as a student",94704,"AC Transit,BART,Walk,Personal bike,Carpool,Rideshare (ex: Uber, Lyft)",No,2,35,0,0,12,0,0,20,7,0,15,15,0,5,15,2,15,20,5,1,168,93.18486751,98.48687783,1,1,168,93.18486751,98.48687783
592,118,"Yes, I consent",Graduate student,Non-binary,Did Not Response,Asian,Did Not Response,"Yes, employed on campus as a student",94704,"AC Transit,BART,Walk,Personal bike,Carpool,Rideshare (ex: Uber, Lyft)",No,6,30,0,0,40,0,0,30,10,6,30,20,1,12,7,1,5,5,15,0,168,93.18486751,98.48687783,1,1,168,93.18486751,98.48687783
593,118,"Yes, I consent",Graduate student,Non-binary,Did Not Response,Asian,Did Not Response,"Yes, employed on campus as a student",94704,"AC Transit,BART,Walk,Personal bike,Carpool,Rideshare (ex: Uber, Lyft)",No,1,20,0,0,35,0,0,25,15,5,35,12,5,15,0,4,10,7,20,0,168,93.18486751,98.48687783,1,1,168,93.18486751,98.48687783
594,119,"Yes, I consent",Alumnus,Female,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94041,"Walk,Rideshare (ex: Uber, Lyft),Other (type below)",No,4,35,0,0,40,0,0,5,10,0,10,5,0,15,7,7,25,10,15,1,12,99.66228511,99.9999986,0,1,12,99.66228511,99.9999986
595,119,"Yes, I consent",Alumnus,Female,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94041,"Walk,Rideshare (ex: Uber, Lyft),Other (type below)",No,3,50,0,0,35,0,0,10,7,2,35,10,4,10,0,3,20,15,5,0,12,99.66228511,99.9999986,0,1,12,99.66228511,99.9999986
596,119,"Yes, I consent",Alumnus,Female,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94041,"Walk,Rideshare (ex: Uber, Lyft),Other (type below)",No,4,40,0,0,15,0,0,10,20,0,25,0,0,25,12,2,20,20,10,1,12,99.66228511,99.9999986,0,1,12,99.66228511,99.9999986
597,119,"Yes, I consent",Alumnus,Female,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94041,"Walk,Rideshare (ex: Uber, Lyft),Other (type below)",No,3,50,0,0,15,0,0,20,7,5,25,20,7,5,10,9,15,10,8,0,12,99.66228511,99.9999986,0,1,12,99.66228511,99.9999986
598,119,"Yes, I consent",Alumnus,Female,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94041,"Walk,Rideshare (ex: Uber, Lyft),Other (type below)",No,1,40,0,0,25,0,0,35,15,4,35,15,5,20,12,10,12,15,9,0,12,99.66228511,99.9999986,0,1,12,99.66228511,99.9999986
599,119,"Yes, I consent",Alumnus,Female,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94041,"Walk,Rideshare (ex: Uber, Lyft),Other (type below)",No,1,20,0,0,40,0,0,30,7,0,30,7,0,15,5,8,10,12,9,1,12,99.66228511,99.9999986,0,1,12,99.66228511,99.9999986
600,120,"Yes, I consent",Alumnus,Female,Did Not Response,Hispanic or Latinx,Did Not Response,"Yes, employed off campus",94608,"AC Transit,BART,Walk,Drive alone,Rideshare (ex: Uber, Lyft)",No,1,20,0,0,25,0,0,20,0,5,30,5,8,12,20,4,25,0,7,0,157,99.64660947,99.16200905,0,1,157,99.64660947,99.16200905
601,120,"Yes, I consent",Alumnus,Female,Did Not Response,Hispanic or Latinx,Did Not Response,"Yes, employed off campus",94608,"AC Transit,BART,Walk,Drive alone,Rideshare (ex: Uber, Lyft)",No,4,35,0,0,30,0,0,20,15,2,5,12,4,25,12,5,12,0,7,0,157,99.64660947,99.16200905,0,1,157,99.64660947,99.16200905
602,120,"Yes, I consent",Alumnus,Female,Did Not Response,Hispanic or Latinx,Did Not Response,"Yes, employed off campus",94608,"AC Transit,BART,Walk,Drive alone,Rideshare (ex: Uber, Lyft)",No,5,35,0,0,30,0,0,25,15,4,35,5,4,20,0,6,25,10,9,0,157,99.64660947,99.16200905,0,1,157,99.64660947,99.16200905
603,120,"Yes, I consent",Alumnus,Female,Did Not Response,Hispanic or Latinx,Did Not Response,"Yes, employed off campus",94608,"AC Transit,BART,Walk,Drive alone,Rideshare (ex: Uber, Lyft)",No,3,45,0,0,15,0,0,30,5,0,30,5,0,12,10,2,20,0,8,1,157,99.64660947,99.16200905,0,1,157,99.64660947,99.16200905
604,120,"Yes, I consent",Alumnus,Female,Did Not Response,Hispanic or Latinx,Did Not Response,"Yes, employed off campus",94608,"AC Transit,BART,Walk,Drive alone,Rideshare (ex: Uber, Lyft)",No,4,55,0,0,30,0,0,25,10,0,5,15,0,25,5,8,10,12,17,1,157,99.64660947,99.16200905,0,1,157,99.64660947,99.16200905
605,120,"Yes, I consent",Alumnus,Female,Did Not Response,Hispanic or Latinx,Did Not Response,"Yes, employed off campus",94608,"AC Transit,BART,Walk,Drive alone,Rideshare (ex: Uber, Lyft)",No,3,40,0,0,15,0,0,25,12,0,30,15,0,5,0,8,20,12,15,1,157,99.64660947,99.16200905,0,1,157,99.64660947,99.16200905
606,121,"Yes, I consent",I am not affiliated with UC Berkeley,Female,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94536,"BART,Walk,Drive alone,Carpool",No,5,25,0,0,25,0,0,20,10,3,12,15,5,5,0,3,5,20,12,0,77,63.302116,43.03479958,0,1,77,63.302116,43.03479958
607,121,"Yes, I consent",I am not affiliated with UC Berkeley,Female,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94536,"BART,Walk,Drive alone,Carpool",No,5,50,0,0,25,0,0,12,15,5,30,10,1,10,0,2,10,15,20,0,77,63.302116,43.03479958,0,1,77,63.302116,43.03479958
608,121,"Yes, I consent",I am not affiliated with UC Berkeley,Female,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94536,"BART,Walk,Drive alone,Carpool",No,4,40,0,0,30,0,0,25,5,0,25,7,0,25,0,4,15,0,7,1,77,63.302116,43.03479958,0,1,77,63.302116,43.03479958
609,121,"Yes, I consent",I am not affiliated with UC Berkeley,Female,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94536,"BART,Walk,Drive alone,Carpool",No,2,25,0,0,15,0,0,20,7,6,20,15,5,15,5,7,10,12,9,0,77,63.302116,43.03479958,0,1,77,63.302116,43.03479958
610,121,"Yes, I consent",I am not affiliated with UC Berkeley,Female,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94536,"BART,Walk,Drive alone,Carpool",No,1,17,0,0,30,0,0,30,5,0,35,0,0,10,5,10,15,7,5,1,77,63.302116,43.03479958,0,1,77,63.302116,43.03479958
611,121,"Yes, I consent",I am not affiliated with UC Berkeley,Female,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94536,"BART,Walk,Drive alone,Carpool",No,1,17,0,0,20,0,0,12,12,0,15,12,0,20,10,5,10,12,7,1,77,63.302116,43.03479958,0,1,77,63.302116,43.03479958
612,123,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed off campus",0,"AC Transit,BART,Walk,Shared micromobility (ex: Bay Wheels, Veo, Spin),Rideshare (ex: Uber, Lyft)",No,1,20,0,0,40,0,0,30,12,1,35,5,7,15,12,8,10,7,8,0,Did Not Response,Did Not Response,Did Not Response,1,1,0,0,0
613,123,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed off campus",0,"AC Transit,BART,Walk,Shared micromobility (ex: Bay Wheels, Veo, Spin),Rideshare (ex: Uber, Lyft)",No,6,55,0,0,12,0,0,25,15,4,30,20,2,5,7,10,15,15,15,0,Did Not Response,Did Not Response,Did Not Response,1,1,0,0,0
614,123,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed off campus",0,"AC Transit,BART,Walk,Shared micromobility (ex: Bay Wheels, Veo, Spin),Rideshare (ex: Uber, Lyft)",No,6,45,0,0,20,0,0,5,10,3,5,15,1,10,15,8,15,0,12,0,Did Not Response,Did Not Response,Did Not Response,1,1,0,0,0
615,123,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed off campus",0,"AC Transit,BART,Walk,Shared micromobility (ex: Bay Wheels, Veo, Spin),Rideshare (ex: Uber, Lyft)",No,1,20,0,0,45,0,0,25,12,0,30,10,0,15,5,8,20,0,15,1,Did Not Response,Did Not Response,Did Not Response,1,1,0,0,0
616,123,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed off campus",0,"AC Transit,BART,Walk,Shared micromobility (ex: Bay Wheels, Veo, Spin),Rideshare (ex: Uber, Lyft)",No,1,20,0,0,12,0,0,12,7,0,15,20,0,10,10,9,25,20,12,1,Did Not Response,Did Not Response,Did Not Response,1,1,0,0,0
617,123,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed off campus",0,"AC Transit,BART,Walk,Shared micromobility (ex: Bay Wheels, Veo, Spin),Rideshare (ex: Uber, Lyft)",No,4,25,0,0,25,0,0,12,7,0,15,0,0,15,5,1,12,20,5,1,Did Not Response,Did Not Response,Did Not Response,1,1,0,0,0
618,124,"Yes, I consent",Undergraduate student,Female,Did Not Response,"White,Hispanic or Latinx",Did Not Response,"Yes, employed on campus as a student",0,"AC Transit,BART,Walk,Rideshare (ex: Uber, Lyft)",Did Not Response,1,20,0,0,35,0,0,30,7,4,10,12,4,15,10,3,12,10,12,0,Did Not Response,Did Not Response,Did Not Response,1,1,0,0,0
619,125,"Yes, I consent",Graduate student,Male,Did Not Response,Asian,Did Not Response,"Yes, employed off campus,Yes, employed on campus as a student",94704,"AC Transit,BART,Walk,Drive alone,Rideshare (ex: Uber, Lyft)",No,3,55,0,0,35,0,0,12,5,4,25,10,3,15,0,10,10,0,20,0,168,93.18486751,98.48687783,1,"Yes, employed off campus,Yes, employed on campus as a student",168,93.18486751,98.48687783
620,125,"Yes, I consent",Graduate student,Male,Did Not Response,Asian,Did Not Response,"Yes, employed off campus,Yes, employed on campus as a student",94704,"AC Transit,BART,Walk,Drive alone,Rideshare (ex: Uber, Lyft)",No,4,30,0,0,15,0,0,30,15,6,20,5,1,5,20,4,12,20,10,0,168,93.18486751,98.48687783,1,"Yes, employed off campus,Yes, employed on campus as a student",168,93.18486751,98.48687783
621,125,"Yes, I consent",Graduate student,Male,Did Not Response,Asian,Did Not Response,"Yes, employed off campus,Yes, employed on campus as a student",94704,"AC Transit,BART,Walk,Drive alone,Rideshare (ex: Uber, Lyft)",No,3,45,0,0,25,0,0,15,5,0,30,15,0,25,7,10,10,0,8,1,168,93.18486751,98.48687783,1,"Yes, employed off campus,Yes, employed on campus as a student",168,93.18486751,98.48687783
622,125,"Yes, I consent",Graduate student,Male,Did Not Response,Asian,Did Not Response,"Yes, employed off campus,Yes, employed on campus as a student",94704,"AC Transit,BART,Walk,Drive alone,Rideshare (ex: Uber, Lyft)",No,1,20,0,0,25,0,0,15,15,0,12,20,0,25,0,1,10,0,8,1,168,93.18486751,98.48687783,1,"Yes, employed off campus,Yes, employed on campus as a student",168,93.18486751,98.48687783
623,125,"Yes, I consent",Graduate student,Male,Did Not Response,Asian,Did Not Response,"Yes, employed off campus,Yes, employed on campus as a student",94704,"AC Transit,BART,Walk,Drive alone,Rideshare (ex: Uber, Lyft)",No,4,30,0,0,20,0,0,25,12,0,12,7,0,10,10,1,25,5,5,1,168,93.18486751,98.48687783,1,"Yes, employed off campus,Yes, employed on campus as a student",168,93.18486751,98.48687783
624,125,"Yes, I consent",Graduate student,Male,Did Not Response,Asian,Did Not Response,"Yes, employed off campus,Yes, employed on campus as a student",94704,"AC Transit,BART,Walk,Drive alone,Rideshare (ex: Uber, Lyft)",No,2,50,0,0,15,0,0,20,7,2,25,5,6,10,20,1,5,12,15,0,168,93.18486751,98.48687783,1,"Yes, employed off campus,Yes, employed on campus as a student",168,93.18486751,98.48687783
625,126,"Yes, I consent",Alumnus,Male,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",95112,"AC Transit,BART,Walk,Personal bike,Drive alone",No,4,17,0,0,40,0,0,10,20,1,10,15,3,25,12,8,12,7,5,0,213,98.94260264,87.20459277,0,1,213,98.94260264,87.20459277
626,126,"Yes, I consent",Alumnus,Male,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",95112,"AC Transit,BART,Walk,Personal bike,Drive alone",No,2,50,0,0,15,0,0,30,7,5,5,12,6,25,5,4,12,10,15,0,213,98.94260264,87.20459277,0,1,213,98.94260264,87.20459277
627,126,"Yes, I consent",Alumnus,Male,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",95112,"AC Transit,BART,Walk,Personal bike,Drive alone",No,4,40,0,0,45,0,0,25,12,0,10,7,0,20,0,1,10,20,5,1,213,98.94260264,87.20459277,0,1,213,98.94260264,87.20459277
628,126,"Yes, I consent",Alumnus,Male,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",95112,"AC Transit,BART,Walk,Personal bike,Drive alone",No,4,20,0,0,45,0,0,12,20,0,20,5,0,10,15,5,20,0,5,1,213,98.94260264,87.20459277,0,1,213,98.94260264,87.20459277
629,126,"Yes, I consent",Alumnus,Male,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",95112,"AC Transit,BART,Walk,Personal bike,Drive alone",No,2,35,0,0,15,0,0,5,5,5,30,20,1,15,7,6,20,12,9,0,213,98.94260264,87.20459277,0,1,213,98.94260264,87.20459277
630,126,"Yes, I consent",Alumnus,Male,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",95112,"AC Transit,BART,Walk,Personal bike,Drive alone",No,3,25,0,0,40,0,0,12,15,0,20,20,0,20,0,3,15,5,12,1,213,98.94260264,87.20459277,0,1,213,98.94260264,87.20459277
631,127,"Yes, I consent",I am not affiliated with UC Berkeley,Female,Did Not Response,Asian,Did Not Response,No,94513,"Drive alone,Carpool",No,2,20,0,0,15,0,0,12,20,0,35,10,0,15,15,4,20,12,10,1,127,15.97969767,Did Not Response,0,0,127,15.97969767,0
632,127,"Yes, I consent",I am not affiliated with UC Berkeley,Female,Did Not Response,Asian,Did Not Response,No,94513,"Drive alone,Carpool",No,5,30,0,0,35,0,0,30,0,5,12,12,5,5,15,2,12,12,17,0,127,15.97969767,Did Not Response,0,0,127,15.97969767,0
633,127,"Yes, I consent",I am not affiliated with UC Berkeley,Female,Did Not Response,Asian,Did Not Response,No,94513,"Drive alone,Carpool",No,2,25,0,0,12,0,0,30,15,3,12,7,4,15,20,7,25,7,10,0,127,15.97969767,Did Not Response,0,0,127,15.97969767,0
634,127,"Yes, I consent",I am not affiliated with UC Berkeley,Female,Did Not Response,Asian,Did Not Response,No,94513,"Drive alone,Carpool",No,4,40,0,0,35,0,0,5,20,0,20,12,0,10,12,2,25,10,17,1,127,15.97969767,Did Not Response,0,0,127,15.97969767,0
635,127,"Yes, I consent",I am not affiliated with UC Berkeley,Female,Did Not Response,Asian,Did Not Response,No,94513,"Drive alone,Carpool",No,5,20,0,0,40,0,0,5,20,2,10,15,1,15,0,1,20,20,5,0,127,15.97969767,Did Not Response,0,0,127,15.97969767,0
636,127,"Yes, I consent",I am not affiliated with UC Berkeley,Female,Did Not Response,Asian,Did Not Response,No,94513,"Drive alone,Carpool",No,1,17,0,0,40,0,0,20,20,0,15,12,0,5,7,3,10,10,12,1,127,15.97969767,Did Not Response,0,0,127,15.97969767,0
637,128,"Yes, I consent",I am not affiliated with UC Berkeley,Male,Did Not Response,White,Did Not Response,"Yes, employed off campus",94122,"BART,Walk,Personal bike,Personal scooter, e-scooter, skateboard, or other micromobility device,Drive alone,Carpool,Rideshare (ex: Uber, Lyft)",No,4,35,0,0,45,0,0,25,15,0,20,7,0,12,10,9,25,0,8,1,42,80.86598143,99.84363557,0,1,42,80.86598143,99.84363557
638,128,"Yes, I consent",I am not affiliated with UC Berkeley,Male,Did Not Response,White,Did Not Response,"Yes, employed off campus",94122,"BART,Walk,Personal bike,Personal scooter, e-scooter, skateboard, or other micromobility device,Drive alone,Carpool,Rideshare (ex: Uber, Lyft)",No,2,55,0,0,12,0,0,35,10,3,30,0,1,5,15,1,5,12,7,0,42,80.86598143,99.84363557,0,1,42,80.86598143,99.84363557
639,128,"Yes, I consent",I am not affiliated with UC Berkeley,Male,Did Not Response,White,Did Not Response,"Yes, employed off campus",94122,"BART,Walk,Personal bike,Personal scooter, e-scooter, skateboard, or other micromobility device,Drive alone,Carpool,Rideshare (ex: Uber, Lyft)",No,4,40,0,0,35,0,0,12,7,0,5,12,0,12,5,2,25,7,20,1,42,80.86598143,99.84363557,0,1,42,80.86598143,99.84363557
640,128,"Yes, I consent",I am not affiliated with UC Berkeley,Male,Did Not Response,White,Did Not Response,"Yes, employed off campus",94122,"BART,Walk,Personal bike,Personal scooter, e-scooter, skateboard, or other micromobility device,Drive alone,Carpool,Rideshare (ex: Uber, Lyft)",No,2,25,0,0,15,0,0,15,0,1,10,10,4,5,0,6,20,12,7,0,42,80.86598143,99.84363557,0,1,42,80.86598143,99.84363557
641,128,"Yes, I consent",I am not affiliated with UC Berkeley,Male,Did Not Response,White,Did Not Response,"Yes, employed off campus",94122,"BART,Walk,Personal bike,Personal scooter, e-scooter, skateboard, or other micromobility device,Drive alone,Carpool,Rideshare (ex: Uber, Lyft)",No,4,40,0,0,15,0,0,30,12,0,30,7,0,25,15,5,15,20,15,1,42,80.86598143,99.84363557,0,1,42,80.86598143,99.84363557
642,128,"Yes, I consent",I am not affiliated with UC Berkeley,Male,Did Not Response,White,Did Not Response,"Yes, employed off campus",94122,"BART,Walk,Personal bike,Personal scooter, e-scooter, skateboard, or other micromobility device,Drive alone,Carpool,Rideshare (ex: Uber, Lyft)",No,2,50,0,0,12,0,0,5,12,2,10,5,8,20,0,3,12,20,5,0,42,80.86598143,99.84363557,0,1,42,80.86598143,99.84363557
643,129,"Yes, I consent",Alumnus,Male,Did Not Response,White,Did Not Response,"Yes, employed off campus",94704,"Walk,Other (type below)",No,1,30,0,0,35,0,0,15,12,1,25,10,7,20,7,1,12,0,10,0,168,93.18486751,98.48687783,0,1,168,93.18486751,98.48687783
644,129,"Yes, I consent",Alumnus,Male,Did Not Response,White,Did Not Response,"Yes, employed off campus",94704,"Walk,Other (type below)",No,4,50,0,0,25,0,0,20,20,0,5,0,0,20,12,6,20,12,10,1,168,93.18486751,98.48687783,0,1,168,93.18486751,98.48687783
645,129,"Yes, I consent",Alumnus,Male,Did Not Response,White,Did Not Response,"Yes, employed off campus",94704,"Walk,Other (type below)",No,3,55,0,0,30,0,0,10,0,1,15,20,6,12,20,1,5,5,20,0,168,93.18486751,98.48687783,0,1,168,93.18486751,98.48687783
646,129,"Yes, I consent",Alumnus,Male,Did Not Response,White,Did Not Response,"Yes, employed off campus",94704,"Walk,Other (type below)",No,2,45,0,0,12,0,0,20,12,0,12,20,0,12,10,8,25,0,12,1,168,93.18486751,98.48687783,0,1,168,93.18486751,98.48687783
647,129,"Yes, I consent",Alumnus,Male,Did Not Response,White,Did Not Response,"Yes, employed off campus",94704,"Walk,Other (type below)",No,2,20,0,0,12,0,0,30,20,0,15,5,0,15,0,8,25,10,9,1,168,93.18486751,98.48687783,0,1,168,93.18486751,98.48687783
648,129,"Yes, I consent",Alumnus,Male,Did Not Response,White,Did Not Response,"Yes, employed off campus",94704,"Walk,Other (type below)",No,3,55,0,0,30,0,0,5,7,3,20,15,6,12,10,5,15,0,7,0,168,93.18486751,98.48687783,0,1,168,93.18486751,98.48687783
649,130,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed off campus",94703,"AC Transit,BART,Walk,Personal bike",No,2,50,0,0,25,0,0,10,7,5,5,12,7,5,15,6,25,0,17,0,167,100,99.99999964,1,1,167,100,99.99999964
650,130,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed off campus",94703,"AC Transit,BART,Walk,Personal bike",No,4,40,0,0,45,0,0,25,12,0,10,5,0,12,5,4,10,10,15,1,167,100,99.99999964,1,1,167,100,99.99999964
651,130,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed off campus",94703,"AC Transit,BART,Walk,Personal bike",No,2,45,0,0,20,0,0,10,12,5,25,7,7,20,12,3,20,0,12,0,167,100,99.99999964,1,1,167,100,99.99999964
652,130,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed off campus",94703,"AC Transit,BART,Walk,Personal bike",No,4,45,0,0,12,0,0,15,10,0,20,0,0,15,12,9,15,5,6,1,167,100,99.99999964,1,1,167,100,99.99999964
653,130,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed off campus",94703,"AC Transit,BART,Walk,Personal bike",No,1,20,0,0,30,0,0,10,0,4,10,12,4,5,5,10,10,15,17,0,167,100,99.99999964,1,1,167,100,99.99999964
654,130,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed off campus",94703,"AC Transit,BART,Walk,Personal bike",No,3,50,0,0,45,0,0,5,5,0,20,0,0,20,7,8,25,7,15,1,167,100,99.99999964,1,1,167,100,99.99999964
655,131,"Yes, I consent",I am not affiliated with UC Berkeley,Male,Did Not Response,White,Did Not Response,No,94114,"Walk,Carpool,Other (type below)",No,1,17,0,0,30,0,0,35,20,3,15,7,7,12,20,8,20,7,20,0,36,98.39181741,100.0000004,0,0,36,98.39181741,100.0000004
656,131,"Yes, I consent",I am not affiliated with UC Berkeley,Male,Did Not Response,White,Did Not Response,No,94114,"Walk,Carpool,Other (type below)",No,3,17,0,0,15,0,0,12,5,0,15,5,0,25,15,5,5,15,17,1,36,98.39181741,100.0000004,0,0,36,98.39181741,100.0000004
657,131,"Yes, I consent",I am not affiliated with UC Berkeley,Male,Did Not Response,White,Did Not Response,No,94114,"Walk,Carpool,Other (type below)",No,3,40,0,0,20,0,0,10,10,0,25,7,0,12,5,3,12,15,17,1,36,98.39181741,100.0000004,0,0,36,98.39181741,100.0000004
658,131,"Yes, I consent",I am not affiliated with UC Berkeley,Male,Did Not Response,White,Did Not Response,No,94114,"Walk,Carpool,Other (type below)",No,3,35,0,0,35,0,0,20,7,4,25,15,2,25,10,1,20,12,17,0,36,98.39181741,100.0000004,0,0,36,98.39181741,100.0000004
659,131,"Yes, I consent",I am not affiliated with UC Berkeley,Male,Did Not Response,White,Did Not Response,No,94114,"Walk,Carpool,Other (type below)",No,3,20,0,0,40,0,0,5,5,5,35,20,6,25,12,3,15,12,12,0,36,98.39181741,100.0000004,0,0,36,98.39181741,100.0000004
660,131,"Yes, I consent",I am not affiliated with UC Berkeley,Male,Did Not Response,White,Did Not Response,No,94114,"Walk,Carpool,Other (type below)",No,4,17,0,0,45,0,0,15,5,0,5,10,0,25,7,5,12,5,20,1,36,98.39181741,100.0000004,0,0,36,98.39181741,100.0000004
661,132,"Yes, I consent",Graduate student,Male,Did Not Response,"White,Hispanic or Latinx",Did Not Response,No,94705,"BART,Walk,Personal bike,Drive alone",No,5,55,0,0,45,0,0,30,0,0,25,10,0,20,12,3,12,20,15,1,169,82.05082966,64.85666278,1,0,169,82.05082966,64.85666278
662,132,"Yes, I consent",Graduate student,Male,Did Not Response,"White,Hispanic or Latinx",Did Not Response,No,94705,"BART,Walk,Personal bike,Drive alone",No,2,35,0,0,25,0,0,25,5,0,25,20,0,15,7,9,20,10,10,1,169,82.05082966,64.85666278,1,0,169,82.05082966,64.85666278
663,132,"Yes, I consent",Graduate student,Male,Did Not Response,"White,Hispanic or Latinx",Did Not Response,No,94705,"BART,Walk,Personal bike,Drive alone",No,4,40,0,0,35,0,0,35,20,2,5,10,3,15,20,4,20,10,20,0,169,82.05082966,64.85666278,1,0,169,82.05082966,64.85666278
664,132,"Yes, I consent",Graduate student,Male,Did Not Response,"White,Hispanic or Latinx",Did Not Response,No,94705,"BART,Walk,Personal bike,Drive alone",No,2,55,0,0,20,0,0,12,20,6,20,15,2,25,20,8,25,15,20,0,169,82.05082966,64.85666278,1,0,169,82.05082966,64.85666278
665,132,"Yes, I consent",Graduate student,Male,Did Not Response,"White,Hispanic or Latinx",Did Not Response,No,94705,"BART,Walk,Personal bike,Drive alone",No,2,50,0,0,20,0,0,10,7,5,12,5,8,20,15,2,5,10,8,0,169,82.05082966,64.85666278,1,0,169,82.05082966,64.85666278
